Geneid	/ufrc/jkim6/share/braskey/data/PRJNA546251/HISAT2/SRR9200665.sam
AT1G01010	67
AT1G01020	65
AT1G01030	25
AT1G01040	535
AT1G01046	2
AT1G01050	435
AT1G01060	3582
AT1G01070	28
AT1G01073	0
AT1G01080	370
AT1G01090	2097
AT1G01100	600
AT1G01110	18
AT1G01115	0
AT1G01120	2330
AT1G01130	11
AT1G01140	593
AT1G01150	0
AT1G01160	174
AT1G01170	273
AT1G01180	272
AT1G01183	0
AT1G01190	7
AT1G01200	25
AT1G01210	48
AT1G01220	172
AT1G01225	16
AT1G01230	162
AT1G01240	138
AT1G01250	6
AT1G01260	131
AT1G01270	0
AT1G01280	0
AT1G01290	94
AT1G01300	348
AT1G01305	0
AT1G01310	0
AT1G01320	3131
AT1G01340	100
AT1G01350	157
AT1G01355	0
AT1G01360	142
AT1G01370	17
AT1G01380	32
AT1G01390	37
AT1G01400	0
AT1G01410	0
AT1G01420	78
AT1G01430	1404
AT1G01440	263
AT1G01448	92
AT1G01450	0
AT1G01453	38
AT1G01460	0
AT1G01470	503
AT1G01471	0
AT1G01480	27
AT1G01490	650
AT1G01500	51
AT1G01510	332
AT1G01520	154
AT1G01530	0
AT1G01540	1225
AT1G01550	1358
AT1G01560	1
AT1G01570	34
AT1G01580	8
AT1G01590	1
AT1G01600	24
AT1G01610	936
AT1G01620	8611
AT1G01630	531
AT1G01640	41
AT1G01650	318
AT1G01660	30
AT1G01670	9
AT1G01680	0
AT1G01690	30
AT1G01695	0
AT1G01700	5
AT1G01710	299
AT1G01720	348
AT1G01725	28
AT1G01730	166
AT1G01740	29
AT1G01750	97
AT1G01760	33
AT1G01770	213
AT1G01780	196
AT1G01790	2056
AT1G01800	400
AT1G01810	0
AT1G01820	378
AT1G01830	127
AT1G01840	5
AT1G01860	70
AT1G01870	0
AT1G01880	15
AT1G01890	0
AT1G01900	44
AT1G01910	305
AT1G01920	115
AT1G01930	135
AT1G01940	42
AT1G01950	323
AT1G01960	837
AT1G01970	170
AT1G01980	0
AT1G01990	139
AT1G02000	168
AT1G02010	218
AT1G02020	155
AT1G02030	2
AT1G02040	3
AT1G02050	62
AT1G02060	62
AT1G02065	5
AT1G02070	0
AT1G02074	0
AT1G02080	1224
AT1G02090	245
AT1G02100	369
AT1G02110	310
AT1G02120	928
AT1G02130	288
AT1G02140	401
AT1G02145	136
AT1G02150	701
AT1G02160	57
AT1G02170	270
AT1G02180	22
AT1G02190	0
AT1G02205	113
AT1G02210	0
AT1G02220	95
AT1G02230	4
AT1G02250	0
AT1G02260	87
AT1G02270	104
AT1G02280	523
AT1G02290	66
AT1G02300	109
AT1G02305	732
AT1G02310	6
AT1G02320	0
AT1G02330	193
AT1G02335	217
AT1G02340	139
AT1G02350	6
AT1G02360	412
AT1G02370	33
AT1G02380	23
AT1G02390	9
AT1G02391	0
AT1G02400	69
AT1G02405	3
AT1G02410	147
AT1G02420	31
AT1G02430	8
AT1G02440	0
AT1G02450	0
AT1G02460	6
AT1G02470	9
AT1G02475	246
AT1G02480	0
AT1G02490	0
AT1G02500	4779
AT1G02510	0
AT1G02520	44
AT1G02530	2
AT1G02540	0
AT1G02550	0
AT1G02560	1279
AT1G02570	14
AT1G02575	2
AT1G02580	2
AT1G02590	0
AT1G02600	0
AT1G02610	60
AT1G02620	7
AT1G02630	1
AT1G02640	931
AT1G02650	38
AT1G02660	342
AT1G02670	20
AT1G02680	68
AT1G02690	74
AT1G02700	11
AT1G02710	14
AT1G02720	73
AT1G02730	239
AT1G02740	64
AT1G02750	84
AT1G02760	0
AT1G02770	6
AT1G02780	2332
AT1G02790	0
AT1G02800	7
AT1G02810	44
AT1G02813	7
AT1G02816	120
AT1G02820	119
AT1G02830	0
AT1G02840	1214
AT1G02850	103
AT1G02860	346
AT1G02870	54
AT1G02880	219
AT1G02890	1428
AT1G02900	482
AT1G02910	397
AT1G02920	140
AT1G02930	227
AT1G02940	5
AT1G02950	62
AT1G02952	0
AT1G02960	166
AT1G02965	0
AT1G02970	14
AT1G02980	3
AT1G02990	210
AT1G03000	292
AT1G03010	14
AT1G03020	1
AT1G03022	0
AT1G03030	98
AT1G03040	305
AT1G03050	1
AT1G03055	52
AT1G03060	678
AT1G03070	29
AT1G03080	1232
AT1G03090	3117
AT1G03100	12
AT1G03103	0
AT1G03106	3
AT1G03110	71
AT1G03120	6
AT1G03130	5213
AT1G03140	414
AT1G03150	120
AT1G03160	337
AT1G03170	4
AT1G03180	35
AT1G03190	114
AT1G03200	1
AT1G03210	136
AT1G03220	3776
AT1G03230	141
AT1G03240	1
AT1G03250	182
AT1G03260	77
AT1G03270	19
AT1G03280	400
AT1G03290	215
AT1G03300	55
AT1G03310	198
AT1G03320	1
AT1G03330	148
AT1G03340	15
AT1G03350	455
AT1G03360	37
AT1G03365	182
AT1G03370	365
AT1G03380	732
AT1G03390	0
AT1G03400	197
AT1G03410	268
AT1G03430	77
AT1G03440	187
AT1G03445	23
AT1G03457	333
AT1G03470	92
AT1G03475	1035
AT1G03490	0
AT1G03495	94
AT1G03502	1
AT1G03506	0
AT1G03510	13
AT1G03515	0
AT1G03520	128
AT1G03530	88
AT1G03540	14
AT1G03545	0
AT1G03550	63
AT1G03560	95
AT1G03570	0
AT1G03590	678
AT1G03600	3124
AT1G03610	384
AT1G03620	19
AT1G03630	763
AT1G03640	0
AT1G03650	17
AT1G03660	8
AT1G03670	0
AT1G03680	1309
AT1G03687	69
AT1G03700	19
AT1G03710	1
AT1G03720	0
AT1G03730	53
AT1G03740	377
AT1G03743	0
AT1G03746	0
AT1G03750	69
AT1G03760	53
AT1G03770	71
AT1G03780	57
AT1G03790	68
AT1G03800	17
AT1G03810	0
AT1G03820	12
AT1G03830	80
AT1G03840	6
AT1G03850	335
AT1G03860	306
AT1G03870	3029
AT1G03880	0
AT1G03890	0
AT1G03900	671
AT1G03905	74
AT1G03910	448
AT1G03920	92
AT1G03930	389
AT1G03935	2
AT1G03940	69
AT1G03950	157
AT1G03960	74
AT1G03970	45
AT1G03980	2
AT1G03982	0
AT1G03990	57
AT1G04000	176
AT1G04010	80
AT1G04020	32
AT1G04030	71
AT1G04040	552
AT1G04050	34
AT1G04070	37
AT1G04080	868
AT1G04090	14
AT1G04100	32
AT1G04110	85
AT1G04120	740
AT1G04130	39
AT1G04140	931
AT1G04150	0
AT1G04160	120
AT1G04170	501
AT1G04171	0
AT1G04180	9
AT1G04190	160
AT1G04200	242
AT1G04210	583
AT1G04220	480
AT1G04230	94
AT1G04240	423
AT1G04250	1011
AT1G04260	103
AT1G04270	971
AT1G04280	890
AT1G04290	11
AT1G04295	0
AT1G04300	1017
AT1G04310	163
AT1G04320	0
AT1G04330	0
AT1G04340	109
AT1G04350	624
AT1G04360	50
AT1G04370	0
AT1G04380	0
AT1G04390	99
AT1G04400	1463
AT1G04410	6925
AT1G04420	600
AT1G04425	3
AT1G04430	1232
AT1G04440	882
AT1G04445	3
AT1G04450	1
AT1G04470	3
AT1G04480	391
AT1G04490	9
AT1G04500	0
AT1G04501	0
AT1G04510	292
AT1G04520	80
AT1G04530	544
AT1G04540	38
AT1G04550	219
AT1G04555	29
AT1G04560	3
AT1G04570	4
AT1G04580	1
AT1G04590	109
AT1G04600	6
AT1G04610	20
AT1G04620	128
AT1G04625	0
AT1G04630	222
AT1G04635	3
AT1G04640	97
AT1G04645	0
AT1G04650	14
AT1G04660	165
AT1G04670	0
AT1G04680	557
AT1G04684	0
AT1G04690	369
AT1G04700	73
AT1G04710	178
AT1G04720	0
AT1G04730	47
AT1G04750	448
AT1G04760	10
AT1G04770	79
AT1G04778	6
AT1G04780	358
AT1G04790	243
AT1G04800	1857
AT1G04810	674
AT1G04820	2728
AT1G04830	205
AT1G04840	7
AT1G04850	701
AT1G04860	361
AT1G04870	74
AT1G04880	27
AT1G04890	0
AT1G04900	40
AT1G04910	257
AT1G04920	35
AT1G04930	28
AT1G04940	0
AT1G04945	21
AT1G04950	204
AT1G04960	244
AT1G04970	313
AT1G04980	74
AT1G04985	252
AT1G04990	228
AT1G05000	108
AT1G05010	6788
AT1G05020	128
AT1G05030	130
AT1G05040	0
AT1G05055	75
AT1G05060	113
AT1G05065	12
AT1G05070	193
AT1G05080	0
AT1G05085	0
AT1G05090	26
AT1G05100	22
AT1G05120	277
AT1G05136	1
AT1G05140	429
AT1G05150	459
AT1G05160	93
AT1G05170	100
AT1G05180	217
AT1G05190	3083
AT1G05200	286
AT1G05205	96
AT1G05210	32
AT1G05220	13
AT1G05230	365
AT1G05240	1
AT1G05250	125
AT1G05260	772
AT1G05270	278
AT1G05280	9
AT1G05290	0
AT1G05291	0
AT1G05300	61
AT1G05310	59
AT1G05320	499
AT1G05330	2
AT1G05340	224
AT1G05350	216
AT1G05360	121
AT1G05370	6
AT1G05380	464
AT1G05385	151
AT1G05390	0
AT1G05400	12
AT1G05410	98
AT1G05420	6
AT1G05430	209
AT1G05440	7
AT1G05450	4
AT1G05460	66
AT1G05470	281
AT1G05490	12
AT1G05500	413
AT1G05510	2
AT1G05520	307
AT1G05530	4
AT1G05540	34
AT1G05550	2
AT1G05560	15
AT1G05562	0
AT1G05570	1495
AT1G05575	13
AT1G05577	0
AT1G05580	0
AT1G05590	121
AT1G05600	72
AT1G05610	8
AT1G05615	0
AT1G05620	113
AT1G05630	210
AT1G05640	18
AT1G05650	22
AT1G05660	27
AT1G05670	66
AT1G05675	7
AT1G05680	23
AT1G05690	41
AT1G05700	5
AT1G05710	74
AT1G05720	85
AT1G05730	2
AT1G05740	0
AT1G05750	36
AT1G05760	0
AT1G05770	7
AT1G05780	40
AT1G05785	36
AT1G05790	295
AT1G05800	0
AT1G05805	205
AT1G05810	245
AT1G05820	57
AT1G05830	577
AT1G05835	27
AT1G05840	343
AT1G05850	6040
AT1G05860	84
AT1G05870	666
AT1G05880	0
AT1G05890	890
AT1G05894	3
AT1G05900	236
AT1G05910	241
AT1G05920	0
AT1G05925	0
AT1G05930	0
AT1G05940	308
AT1G05950	35
AT1G05960	955
AT1G05970	48
AT1G05980	0
AT1G05990	5
AT1G06000	798
AT1G06002	0
AT1G06010	40
AT1G06020	6
AT1G06030	4
AT1G06040	2354
AT1G06050	55
AT1G06060	221
AT1G06070	140
AT1G06080	14
AT1G06090	121
AT1G06100	2
AT1G06110	472
AT1G06120	17
AT1G06130	147
AT1G06135	0
AT1G06137	0
AT1G06140	11
AT1G06148	0
AT1G06149	0
AT1G06150	26
AT1G06160	8
AT1G06170	11
AT1G06180	171
AT1G06190	356
AT1G06200	278
AT1G06210	195
AT1G06220	486
AT1G06225	0
AT1G06230	676
AT1G06240	98
AT1G06250	51
AT1G06260	0
AT1G06265	32
AT1G06270	13
AT1G06280	0
AT1G06290	637
AT1G06310	3
AT1G06320	2
AT1G06330	2
AT1G06340	5
AT1G06350	8
AT1G06360	194
AT1G06380	40
AT1G06390	675
AT1G06400	495
AT1G06410	1770
AT1G06420	3
AT1G06430	2534
AT1G06440	12
AT1G06450	30
AT1G06460	254
AT1G06470	145
AT1G06475	4
AT1G06480	0
AT1G06490	83
AT1G06500	48
AT1G06510	88
AT1G06515	82
AT1G06520	27
AT1G06530	320
AT1G06540	17
AT1G06550	1343
AT1G06560	102
AT1G06570	1819
AT1G06580	19
AT1G06590	71
AT1G06610	0
AT1G06620	141
AT1G06630	169
AT1G06640	1995
AT1G06645	127
AT1G06650	427
AT1G06660	16
AT1G06670	417
AT1G06680	24455
AT1G06690	1189
AT1G06700	927
AT1G06710	34
AT1G06720	160
AT1G06730	135
AT1G06750	10
AT1G06760	1202
AT1G06770	83
AT1G06780	158
AT1G06790	41
AT1G06800	120
AT1G06810	0
AT1G06820	407
AT1G06830	23
AT1G06840	344
AT1G06850	80
AT1G06860	0
AT1G06870	133
AT1G06880	0
AT1G06890	307
AT1G06900	478
AT1G06910	42
AT1G06920	0
AT1G06923	21
AT1G06925	0
AT1G06930	3
AT1G06950	1406
AT1G06960	95
AT1G06970	0
AT1G06980	56
AT1G06990	0
AT1G07000	165
AT1G07010	969
AT1G07020	59
AT1G07025	0
AT1G07030	111
AT1G07040	305
AT1G07050	19
AT1G07051	0
AT1G07060	0
AT1G07070	52
AT1G07080	675
AT1G07090	53
AT1G07100	0
AT1G07110	2016
AT1G07119	0
AT1G07120	3
AT1G07128	0
AT1G07130	3
AT1G07135	26
AT1G07140	862
AT1G07150	286
AT1G07160	4
AT1G07170	93
AT1G07175	1
AT1G07180	983
AT1G07190	0
AT1G07200	625
AT1G07210	132
AT1G07220	71
AT1G07230	378
AT1G07240	288
AT1G07250	532
AT1G07260	48
AT1G07270	4
AT1G07280	220
AT1G07290	14
AT1G07300	15
AT1G07310	412
AT1G07320	2111
AT1G07330	11
AT1G07340	0
AT1G07350	450
AT1G07360	320
AT1G07370	34
AT1G07380	139
AT1G07390	20
AT1G07400	2
AT1G07410	18
AT1G07420	281
AT1G07430	8
AT1G07440	178
AT1G07450	25
AT1G07460	0
AT1G07470	146
AT1G07473	0
AT1G07476	1
AT1G07480	232
AT1G07485	0
AT1G07490	0
AT1G07500	10
AT1G07510	678
AT1G07520	109
AT1G07530	303
AT1G07540	1
AT1G07550	1
AT1G07560	29
AT1G07570	449
AT1G07580	0
AT1G07590	2825
AT1G07600	0
AT1G07610	1805
AT1G07615	58
AT1G07620	24
AT1G07630	274
AT1G07640	199
AT1G07645	6
AT1G07650	817
AT1G07660	134
AT1G07670	419
AT1G07680	1
AT1G07690	3
AT1G07700	312
AT1G07702	0
AT1G07705	146
AT1G07710	7
AT1G07720	601
AT1G07725	0
AT1G07728	0
AT1G07730	0
AT1G07740	14
AT1G07745	49
AT1G07747	0
AT1G07750	359
AT1G07760	0
AT1G07770	692
AT1G07780	34
AT1G07790	144
AT1G07795	3
AT1G07810	453
AT1G07820	200
AT1G07830	68
AT1G07840	86
AT1G07850	1
AT1G07860	0
AT1G07870	162
AT1G07880	18
AT1G07885	0
AT1G07890	4385
AT1G07900	5
AT1G07901	9
AT1G07910	149
AT1G07920	1029
AT1G07930	1535
AT1G07940	1768
AT1G07950	82
AT1G07960	155
AT1G07970	141
AT1G07980	90
AT1G07985	51
AT1G07990	537
AT1G08000	90
AT1G08005	1
AT1G08010	137
AT1G08030	139
AT1G08032	0
AT1G08035	1
AT1G08040	167
AT1G08050	81
AT1G08060	293
AT1G08065	0
AT1G08070	10
AT1G08080	0
AT1G08090	2
AT1G08100	0
AT1G08110	608
AT1G08115	1
AT1G08120	0
AT1G08125	112
AT1G08130	236
AT1G08135	0
AT1G08140	0
AT1G08150	0
AT1G08160	170
AT1G08165	5
AT1G08170	1
AT1G08180	48
AT1G08190	1442
AT1G08200	2087
AT1G08210	201
AT1G08220	37
AT1G08230	117
AT1G08240	0
AT1G08250	141
AT1G08260	127
AT1G08270	13
AT1G08280	65
AT1G08290	9
AT1G08300	75
AT1G08310	49
AT1G08315	109
AT1G08320	276
AT1G08340	134
AT1G08350	59
AT1G08360	909
AT1G08370	319
AT1G08380	15225
AT1G08390	48
AT1G08400	68
AT1G08410	71
AT1G08420	677
AT1G08430	43
AT1G08440	0
AT1G08450	322
AT1G08460	176
AT1G08465	80
AT1G08470	164
AT1G08480	366
AT1G08490	337
AT1G08500	47
AT1G08510	1622
AT1G08520	2071
AT1G08530	53
AT1G08540	998
AT1G08550	574
AT1G08560	157
AT1G08570	1621
AT1G08580	78
AT1G08590	68
AT1G08592	0
AT1G08600	373
AT1G08610	31
AT1G08620	340
AT1G08630	1299
AT1G08640	264
AT1G08650	141
AT1G08660	221
AT1G08670	65
AT1G08680	504
AT1G08695	0
AT1G08700	211
AT1G08710	64
AT1G08720	297
AT1G08730	2
AT1G08750	68
AT1G08760	277
AT1G08770	119
AT1G08780	63
AT1G08790	0
AT1G08800	713
AT1G08810	192
AT1G08820	331
AT1G08830	1289
AT1G08840	45
AT1G08845	38
AT1G08860	1
AT1G08870	0
AT1G08880	275
AT1G08890	104
AT1G08900	90
AT1G08910	271
AT1G08920	268
AT1G08930	1141
AT1G08940	102
AT1G08950	0
AT1G08960	70
AT1G08970	250
AT1G08980	302
AT1G08985	0
AT1G08990	97
AT1G09000	61
AT1G09010	640
AT1G09020	456
AT1G09026	0
AT1G09030	0
AT1G09040	56
AT1G09050	48
AT1G09060	543
AT1G09070	1123
AT1G09080	3
AT1G09090	103
AT1G09100	144
AT1G09110	0
AT1G09130	1021
AT1G09140	925
AT1G09150	208
AT1G09155	38
AT1G09157	0
AT1G09160	291
AT1G09170	76
AT1G09176	3
AT1G09180	9
AT1G09190	22
AT1G09195	83
AT1G09200	181
AT1G09210	669
AT1G09220	9
AT1G09230	135
AT1G09240	4
AT1G09245	0
AT1G09250	301
AT1G09260	0
AT1G09270	657
AT1G09280	213
AT1G09290	41
AT1G09300	85
AT1G09310	10936
AT1G09320	48
AT1G09330	204
