Geneid	/ufrc/jkim6/share/braskey/data/PRJNA546251/HISAT2/SRR9200671.sam
AT1G01010	56
AT1G01020	53
AT1G01030	22
AT1G01040	621
AT1G01046	2
AT1G01050	472
AT1G01060	3360
AT1G01070	6
AT1G01073	0
AT1G01080	423
AT1G01090	2294
AT1G01100	586
AT1G01110	38
AT1G01115	0
AT1G01120	1757
AT1G01130	12
AT1G01140	558
AT1G01150	0
AT1G01160	153
AT1G01170	230
AT1G01180	233
AT1G01183	1
AT1G01190	8
AT1G01200	17
AT1G01210	37
AT1G01220	187
AT1G01225	19
AT1G01230	205
AT1G01240	165
AT1G01250	8
AT1G01260	164
AT1G01270	0
AT1G01280	0
AT1G01290	85
AT1G01300	332
AT1G01305	0
AT1G01310	2
AT1G01320	3005
AT1G01340	84
AT1G01350	184
AT1G01355	2
AT1G01360	82
AT1G01370	19
AT1G01380	10
AT1G01390	130
AT1G01400	0
AT1G01410	0
AT1G01420	83
AT1G01430	1229
AT1G01440	290
AT1G01448	69
AT1G01450	0
AT1G01453	18
AT1G01460	0
AT1G01470	416
AT1G01471	0
AT1G01480	14
AT1G01490	671
AT1G01500	67
AT1G01510	315
AT1G01520	171
AT1G01530	0
AT1G01540	1244
AT1G01550	1419
AT1G01560	4
AT1G01570	24
AT1G01580	9
AT1G01590	0
AT1G01600	19
AT1G01610	783
AT1G01620	8819
AT1G01630	422
AT1G01640	77
AT1G01650	282
AT1G01660	17
AT1G01670	9
AT1G01680	2
AT1G01690	25
AT1G01695	2
AT1G01700	4
AT1G01710	284
AT1G01720	308
AT1G01725	25
AT1G01730	148
AT1G01740	46
AT1G01750	72
AT1G01760	27
AT1G01770	199
AT1G01780	250
AT1G01790	2711
AT1G01800	459
AT1G01810	2
AT1G01820	369
AT1G01830	97
AT1G01840	8
AT1G01860	75
AT1G01870	0
AT1G01880	17
AT1G01890	0
AT1G01900	70
AT1G01910	317
AT1G01920	108
AT1G01930	124
AT1G01940	49
AT1G01950	298
AT1G01960	853
AT1G01970	211
AT1G01980	0
AT1G01990	174
AT1G02000	167
AT1G02010	253
AT1G02020	180
AT1G02030	8
AT1G02040	0
AT1G02050	85
AT1G02060	84
AT1G02065	12
AT1G02070	0
AT1G02074	0
AT1G02080	1132
AT1G02090	277
AT1G02100	392
AT1G02110	252
AT1G02120	904
AT1G02130	275
AT1G02140	420
AT1G02145	112
AT1G02150	655
AT1G02160	67
AT1G02170	265
AT1G02180	19
AT1G02190	0
AT1G02205	90
AT1G02210	0
AT1G02220	63
AT1G02230	1
AT1G02250	1
AT1G02260	112
AT1G02270	90
AT1G02280	451
AT1G02290	63
AT1G02300	119
AT1G02305	658
AT1G02310	1
AT1G02320	0
AT1G02330	212
AT1G02335	210
AT1G02340	251
AT1G02350	23
AT1G02360	268
AT1G02370	26
AT1G02380	16
AT1G02390	7
AT1G02391	0
AT1G02400	65
AT1G02405	1
AT1G02410	165
AT1G02420	31
AT1G02430	14
AT1G02440	0
AT1G02450	1
AT1G02460	9
AT1G02470	5
AT1G02475	233
AT1G02480	0
AT1G02490	0
AT1G02500	4612
AT1G02510	0
AT1G02520	66
AT1G02530	0
AT1G02540	0
AT1G02550	0
AT1G02560	1427
AT1G02570	14
AT1G02575	6
AT1G02580	2
AT1G02590	0
AT1G02600	0
AT1G02610	72
AT1G02620	13
AT1G02630	3
AT1G02640	772
AT1G02650	29
AT1G02660	367
AT1G02670	16
AT1G02680	54
AT1G02690	90
AT1G02700	7
AT1G02710	13
AT1G02720	78
AT1G02730	210
AT1G02740	73
AT1G02750	98
AT1G02760	0
AT1G02770	11
AT1G02780	2260
AT1G02790	0
AT1G02800	11
AT1G02810	101
AT1G02813	2
AT1G02816	116
AT1G02820	130
AT1G02830	0
AT1G02840	1116
AT1G02850	84
AT1G02860	279
AT1G02870	77
AT1G02880	216
AT1G02890	1376
AT1G02900	372
AT1G02910	467
AT1G02920	54
AT1G02930	108
AT1G02940	2
AT1G02950	54
AT1G02952	0
AT1G02960	160
AT1G02965	0
AT1G02970	4
AT1G02980	5
AT1G02990	224
AT1G03000	350
AT1G03010	12
AT1G03020	3
AT1G03022	0
AT1G03030	100
AT1G03040	269
AT1G03050	0
AT1G03055	45
AT1G03060	613
AT1G03070	21
AT1G03080	1207
AT1G03090	3609
AT1G03100	18
AT1G03103	0
AT1G03106	2
AT1G03110	63
AT1G03120	8
AT1G03130	7176
AT1G03140	401
AT1G03150	110
AT1G03160	389
AT1G03170	5
AT1G03180	19
AT1G03190	100
AT1G03200	1
AT1G03210	149
AT1G03220	3397
AT1G03230	151
AT1G03240	1
AT1G03250	221
AT1G03260	67
AT1G03270	25
AT1G03280	454
AT1G03290	207
AT1G03300	87
AT1G03310	199
AT1G03320	0
AT1G03330	133
AT1G03340	16
AT1G03350	427
AT1G03360	63
AT1G03365	188
AT1G03370	325
AT1G03380	818
AT1G03390	2
AT1G03400	279
AT1G03410	353
AT1G03430	82
AT1G03440	219
