Geneid	/ufrc/jkim6/share/braskey/data/PRJNA546251/HISAT2/SRR9200670.sam
AT1G01010	68
AT1G01020	47
AT1G01030	24
AT1G01040	560
AT1G01046	3
AT1G01050	390
AT1G01060	2793
AT1G01070	22
AT1G01073	0
AT1G01080	330
AT1G01090	1990
AT1G01100	543
AT1G01110	13
AT1G01115	0
AT1G01120	2984
AT1G01130	15
AT1G01140	457
AT1G01150	1
AT1G01160	222
AT1G01170	278
AT1G01180	328
AT1G01183	0
AT1G01190	5
AT1G01200	23
AT1G01210	53
AT1G01220	177
AT1G01225	28
AT1G01230	202
AT1G01240	191
AT1G01250	4
AT1G01260	121
AT1G01270	0
AT1G01280	0
AT1G01290	73
AT1G01300	275
AT1G01305	0
AT1G01310	0
AT1G01320	2327
AT1G01340	70
AT1G01350	166
AT1G01355	3
AT1G01360	120
AT1G01370	10
AT1G01380	23
AT1G01390	78
AT1G01400	0
AT1G01410	0
AT1G01420	126
AT1G01430	1506
AT1G01440	307
AT1G01448	214
AT1G01450	0
AT1G01453	14
AT1G01460	0
AT1G01470	512
AT1G01471	0
AT1G01480	34
AT1G01490	673
AT1G01500	68
AT1G01510	262
AT1G01520	157
AT1G01530	0
AT1G01540	1088
AT1G01550	1476
AT1G01560	1
AT1G01570	40
AT1G01580	3
AT1G01590	1
AT1G01600	23
AT1G01610	1058
AT1G01620	9111
AT1G01630	646
AT1G01640	51
AT1G01650	226
AT1G01660	26
AT1G01670	6
AT1G01680	0
AT1G01690	25
AT1G01695	0
AT1G01700	2
AT1G01710	263
AT1G01720	463
AT1G01725	35
AT1G01730	156
AT1G01740	37
AT1G01750	71
AT1G01760	34
AT1G01770	215
AT1G01780	271
AT1G01790	1867
AT1G01800	407
AT1G01810	1
AT1G01820	427
AT1G01830	112
AT1G01840	4
AT1G01860	103
AT1G01870	0
AT1G01880	19
AT1G01890	0
AT1G01900	73
AT1G01910	328
AT1G01920	104
AT1G01930	144
AT1G01940	67
AT1G01950	261
AT1G01960	851
AT1G01970	203
AT1G01980	0
AT1G01990	148
AT1G02000	203
AT1G02010	188
AT1G02020	151
AT1G02030	7
AT1G02040	0
AT1G02050	58
