Geneid	/ufrc/jkim6/share/braskey/data/PRJNA546251/HISAT2/SRR9200661.sam
AT1G01010	63
AT1G01020	64
AT1G01030	25
AT1G01040	487
AT1G01046	4
AT1G01050	313
AT1G01060	2343
AT1G01070	43
AT1G01073	0
AT1G01080	224
AT1G01090	1551
AT1G01100	578
AT1G01110	31
AT1G01115	0
AT1G01120	1763
AT1G01130	12
AT1G01140	478
AT1G01150	0
AT1G01160	207
AT1G01170	227
AT1G01180	243
AT1G01183	0
AT1G01190	9
AT1G01200	22
AT1G01210	25
AT1G01220	188
AT1G01225	17
AT1G01230	175
AT1G01240	183
AT1G01250	0
AT1G01260	123
AT1G01270	0
AT1G01280	0
AT1G01290	81
AT1G01300	371
AT1G01305	0
AT1G01310	0
AT1G01320	1538
AT1G01340	46
AT1G01350	115
AT1G01355	1
AT1G01360	122
AT1G01370	21
AT1G01380	25
AT1G01390	27
AT1G01400	0
AT1G01410	0
AT1G01420	38
AT1G01430	1111
AT1G01440	238
AT1G01448	197
AT1G01450	0
AT1G01453	27
AT1G01460	1
AT1G01470	234
AT1G01471	0
AT1G01480	32
AT1G01490	391
AT1G01500	38
AT1G01510	225
AT1G01520	14
AT1G01530	0
AT1G01540	850
AT1G01550	1234
AT1G01560	0
AT1G01570	16
AT1G01580	18
AT1G01590	0
AT1G01600	31
AT1G01610	669
AT1G01620	8975
AT1G01630	399
AT1G01640	52
AT1G01650	192
AT1G01660	22
AT1G01670	8
AT1G01680	0
AT1G01690	29
AT1G01695	0
AT1G01700	2
AT1G01710	227
AT1G01720	197
AT1G01725	34
AT1G01730	187
AT1G01740	29
AT1G01750	89
AT1G01760	35
AT1G01770	175
AT1G01780	173
AT1G01790	862
AT1G01800	277
AT1G01810	1
AT1G01820	332
AT1G01830	84
AT1G01840	6
AT1G01860	66
AT1G01870	0
AT1G01880	25
AT1G01890	0
AT1G01900	41
AT1G01910	212
AT1G01920	96
AT1G01930	90
AT1G01940	42
AT1G01950	239
AT1G01960	890
AT1G01970	106
AT1G01980	0
AT1G01990	130
AT1G02000	177
AT1G02010	130
AT1G02020	100
AT1G02030	4
AT1G02040	0
AT1G02050	77
AT1G02060	64
AT1G02065	1
AT1G02070	0
AT1G02074	3
AT1G02080	931
AT1G02090	161
AT1G02100	380
AT1G02110	228
AT1G02120	767
AT1G02130	189
AT1G02140	327
AT1G02145	128
AT1G02150	497
AT1G02160	50
AT1G02170	193
AT1G02180	21
AT1G02190	0
AT1G02205	71
AT1G02210	0
AT1G02220	39
AT1G02230	3
AT1G02250	0
AT1G02260	128
AT1G02270	81
AT1G02280	393
AT1G02290	50
AT1G02300	130
AT1G02305	830
AT1G02310	5
AT1G02320	0
AT1G02330	132
AT1G02335	153
AT1G02340	93
AT1G02350	15
AT1G02360	261
AT1G02370	18
AT1G02380	16
AT1G02390	4
AT1G02391	0
AT1G02400	66
AT1G02405	0
AT1G02410	88
AT1G02420	19
AT1G02430	4
AT1G02440	0
AT1G02450	0
AT1G02460	13
AT1G02470	6
AT1G02475	130
AT1G02480	0
AT1G02490	1
AT1G02500	3846
AT1G02510	0
AT1G02520	61
AT1G02530	1
AT1G02540	0
AT1G02550	0
AT1G02560	744
AT1G02570	29
AT1G02575	8
AT1G02580	7
AT1G02590	0
AT1G02600	0
AT1G02610	32
AT1G02620	0
AT1G02630	0
AT1G02640	595
AT1G02650	28
AT1G02660	181
AT1G02670	15
AT1G02680	47
AT1G02690	77
AT1G02700	4
AT1G02710	0
AT1G02720	68
AT1G02730	252
AT1G02740	58
AT1G02750	51
AT1G02760	0
AT1G02770	17
AT1G02780	1777
AT1G02790	0
AT1G02800	4
AT1G02810	51
AT1G02813	2
AT1G02816	81
AT1G02820	13
AT1G02830	0
AT1G02840	1241
AT1G02850	89
AT1G02860	270
AT1G02870	34
AT1G02880	136
AT1G02890	1117
AT1G02900	243
AT1G02910	235
AT1G02920	117
AT1G02930	71
AT1G02940	3
AT1G02950	95
AT1G02952	2
AT1G02960	176
AT1G02965	0
AT1G02970	10
AT1G02980	2
AT1G02990	181
AT1G03000	229
AT1G03010	6
AT1G03020	0
AT1G03022	0
AT1G03030	88
AT1G03040	218
AT1G03050	0
AT1G03055	8
AT1G03060	600
AT1G03070	7
AT1G03080	1163
AT1G03090	2170
AT1G03100	7
AT1G03103	0
AT1G03106	1
AT1G03110	43
AT1G03120	2
AT1G03130	2640
AT1G03140	357
AT1G03150	101
AT1G03160	274
AT1G03170	4
AT1G03180	15
AT1G03190	72
AT1G03200	1
AT1G03210	247
AT1G03220	2830
AT1G03230	212
AT1G03240	0
AT1G03250	126
AT1G03260	82
AT1G03270	11
AT1G03280	294
AT1G03290	212
AT1G03300	45
AT1G03310	139
AT1G03320	0
AT1G03330	98
AT1G03340	27
AT1G03350	354
AT1G03360	24
AT1G03365	119
AT1G03370	329
AT1G03380	625
AT1G03390	0
AT1G03400	81
AT1G03410	165
AT1G03430	42
AT1G03440	93
AT1G03445	10
AT1G03457	248
AT1G03470	108
AT1G03475	761
AT1G03490	0
AT1G03495	4
AT1G03502	3
AT1G03506	3
AT1G03510	6
AT1G03515	0
AT1G03520	115
AT1G03530	63
AT1G03540	12
AT1G03545	13
AT1G03550	126
AT1G03560	70
AT1G03570	0
AT1G03590	482
AT1G03600	1354
AT1G03610	270
AT1G03620	11
AT1G03630	401
AT1G03640	0
AT1G03650	8
AT1G03660	8
AT1G03670	0
AT1G03680	537
AT1G03687	62
AT1G03700	3
AT1G03710	2
AT1G03720	0
AT1G03730	21
AT1G03740	370
AT1G03743	0
AT1G03746	0
AT1G03750	66
AT1G03760	43
AT1G03770	49
AT1G03780	65
AT1G03790	51
AT1G03800	4
AT1G03810	0
AT1G03820	19
AT1G03830	44
AT1G03840	11
AT1G03850	309
AT1G03860	252
AT1G03870	3175
AT1G03880	0
AT1G03890	0
AT1G03900	706
AT1G03905	37
AT1G03910	360
AT1G03920	87
AT1G03930	291
AT1G03935	2
AT1G03940	1
AT1G03950	79
AT1G03960	55
AT1G03970	131
AT1G03980	1
AT1G03982	0
AT1G03990	3
AT1G04000	71
AT1G04010	95
AT1G04020	40
AT1G04030	66
AT1G04040	1311
AT1G04050	38
AT1G04070	19
AT1G04080	663
AT1G04090	5
AT1G04100	30
AT1G04110	45
AT1G04120	715
AT1G04130	30
AT1G04140	854
AT1G04150	1
AT1G04160	105
AT1G04170	444
AT1G04171	0
AT1G04180	16
AT1G04190	126
AT1G04200	208
AT1G04210	361
AT1G04220	154
AT1G04230	60
AT1G04240	618
AT1G04250	865
AT1G04260	82
AT1G04270	839
AT1G04280	822
AT1G04290	67
AT1G04295	8
AT1G04300	782
AT1G04310	76
AT1G04320	0
AT1G04330	4
AT1G04340	82
AT1G04350	221
AT1G04360	22
AT1G04370	0
AT1G04380	2
AT1G04390	78
AT1G04400	1054
AT1G04410	5328
AT1G04420	326
AT1G04425	9
AT1G04430	965
AT1G04440	698
AT1G04445	5
AT1G04450	0
AT1G04470	1
AT1G04480	350
AT1G04490	7
AT1G04500	0
AT1G04501	0
AT1G04510	222
AT1G04520	48
AT1G04530	294
AT1G04540	0
AT1G04550	115
AT1G04555	27
AT1G04560	1
AT1G04570	3
AT1G04580	0
AT1G04590	85
AT1G04600	2
AT1G04610	26
AT1G04620	103
AT1G04625	0
AT1G04630	127
AT1G04635	5
AT1G04640	62
AT1G04645	0
AT1G04650	10
AT1G04660	367
AT1G04670	0
AT1G04680	797
AT1G04684	0
AT1G04690	328
AT1G04700	41
AT1G04710	86
AT1G04720	0
AT1G04730	38
AT1G04750	431
AT1G04760	7
AT1G04770	71
AT1G04778	5
AT1G04780	306
AT1G04790	158
AT1G04800	1283
AT1G04810	545
AT1G04820	3369
AT1G04830	164
AT1G04840	4
AT1G04850	516
AT1G04860	251
AT1G04870	118
AT1G04880	2
AT1G04890	0
AT1G04900	51
AT1G04910	249
AT1G04920	9
AT1G04930	22
AT1G04940	0
AT1G04945	18
AT1G04950	204
AT1G04960	171
AT1G04970	285
AT1G04980	82
AT1G04985	186
AT1G04990	147
AT1G05000	78
AT1G05010	4343
AT1G05020	35
AT1G05030	81
AT1G05040	0
AT1G05055	59
AT1G05060	96
AT1G05065	3
AT1G05070	74
AT1G05080	0
AT1G05085	0
AT1G05090	26
AT1G05100	1
AT1G05120	212
AT1G05136	0
AT1G05140	206
AT1G05150	446
AT1G05160	83
AT1G05170	83
AT1G05180	174
AT1G05190	1321
AT1G05200	210
AT1G05205	70
AT1G05210	21
AT1G05220	14
AT1G05230	338
AT1G05240	0
AT1G05250	126
AT1G05260	905
AT1G05270	220
AT1G05280	4
AT1G05290	0
AT1G05291	0
AT1G05300	46
AT1G05310	49
AT1G05320	371
AT1G05330	1
AT1G05340	89
AT1G05350	182
AT1G05360	85
AT1G05370	13
AT1G05380	402
AT1G05385	98
AT1G05390	0
AT1G05400	10
AT1G05410	106
AT1G05420	24
AT1G05430	137
AT1G05440	7
AT1G05450	4
AT1G05460	57
AT1G05470	176
AT1G05490	7
AT1G05500	303
AT1G05510	0
AT1G05520	291
AT1G05530	3
AT1G05540	7
AT1G05550	0
AT1G05560	46
AT1G05562	56
AT1G05570	1946
AT1G05575	23
AT1G05577	2
AT1G05580	0
AT1G05590	96
AT1G05600	58
AT1G05610	8
AT1G05615	0
AT1G05620	149
AT1G05630	166
AT1G05640	11
AT1G05650	19
AT1G05660	46
AT1G05670	60
AT1G05675	2
AT1G05680	19
AT1G05690	20
AT1G05700	25
AT1G05710	82
AT1G05720	100
AT1G05730	2
AT1G05740	0
AT1G05750	22
AT1G05760	51
AT1G05770	13
AT1G05780	31
AT1G05785	50
AT1G05790	266
AT1G05800	0
AT1G05805	226
AT1G05810	233
AT1G05820	40
AT1G05830	525
AT1G05835	19
AT1G05840	340
AT1G05850	4191
AT1G05860	61
AT1G05870	262
AT1G05880	0
AT1G05890	839
AT1G05894	4
AT1G05900	102
AT1G05910	182
AT1G05920	0
AT1G05925	0
AT1G05930	0
AT1G05940	238
AT1G05950	49
AT1G05960	896
AT1G05970	31
AT1G05980	0
AT1G05990	10
AT1G06000	160
AT1G06002	18
