Geneid	/ufrc/jkim6/share/braskey/data/PRJNA546251/HISAT2/SRR9200680.sam
AT1G01010	75
AT1G01020	72
AT1G01030	19
AT1G01040	628
AT1G01046	0
AT1G01050	478
AT1G01060	2157
AT1G01070	65
AT1G01073	0
AT1G01080	278
AT1G01090	2227
AT1G01100	688
AT1G01110	35
AT1G01115	0
AT1G01120	2559
AT1G01130	14
AT1G01140	599
AT1G01150	3
AT1G01160	240
AT1G01170	285
AT1G01180	291
AT1G01183	0
AT1G01190	1
AT1G01200	33
AT1G01210	36
AT1G01220	212
AT1G01225	23
AT1G01230	220
AT1G01240	251
AT1G01250	1
AT1G01260	176
AT1G01270	0
AT1G01280	0
AT1G01290	115
AT1G01300	581
AT1G01305	0
AT1G01310	0
AT1G01320	2111
AT1G01340	66
AT1G01350	154
AT1G01355	0
AT1G01360	117
AT1G01370	21
AT1G01380	37
AT1G01390	53
AT1G01400	0
AT1G01410	0
AT1G01420	22
AT1G01430	1397
AT1G01440	305
AT1G01448	273
AT1G01450	0
AT1G01453	25
AT1G01460	0
AT1G01470	394
AT1G01471	0
AT1G01480	37
AT1G01490	461
AT1G01500	67
AT1G01510	328
AT1G01520	8
AT1G01530	0
AT1G01540	1055
AT1G01550	1623
AT1G01560	1
AT1G01570	22
AT1G01580	22
AT1G01590	0
AT1G01600	44
AT1G01610	908
AT1G01620	12823
AT1G01630	579
AT1G01640	62
AT1G01650	218
AT1G01660	65
AT1G01670	11
AT1G01680	0
AT1G01690	32
AT1G01695	2
AT1G01700	5
AT1G01710	298
AT1G01720	223
AT1G01725	39
AT1G01730	239
AT1G01740	50
AT1G01750	137
AT1G01760	33
AT1G01770	231
AT1G01780	274
AT1G01790	974
AT1G01800	368
AT1G01810	3
AT1G01820	449
AT1G01830	122
AT1G01840	2
AT1G01860	72
AT1G01870	0
AT1G01880	20
AT1G01890	0
AT1G01900	93
AT1G01910	315
AT1G01920	116
AT1G01930	149
AT1G01940	46
AT1G01950	249
AT1G01960	1280
AT1G01970	144
AT1G01980	0
AT1G01990	149
AT1G02000	156
AT1G02010	175
AT1G02020	126
AT1G02030	9
AT1G02040	0
AT1G02050	76
AT1G02060	84
AT1G02065	1
AT1G02070	0
AT1G02074	1
AT1G02080	1356
AT1G02090	222
AT1G02100	518
AT1G02110	347
AT1G02120	1060
AT1G02130	338
AT1G02140	473
AT1G02145	163
AT1G02150	577
AT1G02160	77
AT1G02170	268
AT1G02180	35
AT1G02190	2
AT1G02205	95
AT1G02210	0
AT1G02220	40
AT1G02230	6
AT1G02250	0
AT1G02260	163
AT1G02270	139
AT1G02280	553
AT1G02290	78
AT1G02300	157
AT1G02305	1081
AT1G02310	2
AT1G02320	0
AT1G02330	182
AT1G02335	213
AT1G02340	163
AT1G02350	2
AT1G02360	376
AT1G02370	27
AT1G02380	28
AT1G02390	11
AT1G02391	0
AT1G02400	89
AT1G02405	1
AT1G02410	122
AT1G02420	39
AT1G02430	4
AT1G02440	0
AT1G02450	1
AT1G02460	25
AT1G02470	3
AT1G02475	198
AT1G02480	0
AT1G02490	0
AT1G02500	5638
AT1G02510	0
AT1G02520	88
AT1G02530	3
AT1G02540	0
AT1G02550	0
AT1G02560	878
AT1G02570	38
